Date,Author,Verified,Helpful,Title,Body,gpt_status,gpt_reason,BEN ANALYSIS,PAUL ANALYSIS,PATRICK ANALYSIS,DREW ANALYSIS,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on June 26, 2019",Games001Games001,yes,yes,Plaster cures in less than 30 seconds!!,"The plaster portion of this kit is nearly instantly solidified as you begin mixing. Sticking to instructions on water type, temperature, mixing time, and even adding more water to delay curing.. the plaster was unusable less then 20 seconds after mixed. Mold, alginate, portion seemed to cure as intended.  Other kits of this type do not have this plaster issue.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/61O5mTeLCAL.jpg , https://images-na.ssl-images-amazon.com/images/I/71a9v19y8dL.jpg",-,https://www.amazon.com/gp/customer-reviews/RBW53U1SJTCOZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 23, 2019",LA Colopy,yes,yes,Doesn’t work!,"This product was totally defective! We followed the instructions exactly but instead of making a smooth mold that hands could be plunged into, it made a hard curdled mess. There was also never any pink color as discussed in the instructions. So disappointed. Total waste of money. The whole thing ended up in the trash.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R13QZE5D5LMMM6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 27, 2019",valerie langston,yes,yes,Ugh.,"I followed the instructions to a t. Even used a thermometer to check the water temp. My mold compound set in less than a minute! I added water first, then mix. It set while still stirring the lumps out. Ended up being $40 blob of lumpy rubber instead of a meaningful Christmas gift.",Not in violation,No violation of Amazon guidelines,,Possible violation; comments about pricing,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1PO754P6PUNCC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 13, 2020",Kendra Pfafman,yes,yes,Sets too fast didnt have time to even get finger tips in,"Mixed it maybe a minute and a half and it started turning white, used cool water and a wisk wasn't beating the crap out of it. Was still very lumpy when it began turning white. Couldnt use it and wouldve been destroyed anyways there was so many holes from air",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R143SV9IJ9TYIG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 15, 2020",Lady Smith,yes,yes,Disappointing,"I bought this to make a keepsake with our medically fragile son.  I watched videos, we planned and practiced our pose, I read thru the directions and followed them carefully but the mix hardened much faster than it said and we couldn't use it.  Very disappointing.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3S5NQGOI1UA3X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 29, 2020",Amazon Customer,yes,yes,plaster may have been old and crumbled all over,"Gave this item as a gift to a new couple who married, they did it next day and the plaster simply crumbled all over. Instructions were followed and no success. was tossed out. Would have returned but the window for return was over. Would purchase another brand rather than this one.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1JQ51S843RG8J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 26, 2020",Nancie Dutze,yes,yes,Find a kit from another company. This failed miserably.,I purchased this to do with my granddaughter. It was a terrible experience. We followed the directions exactly how to do it. It didn’t even kinda work. I was very disappointed and so was my granddaughter. I definitely would not recommend this kit.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3II852OOLEKEL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 12, 2020",Xitlallic C.,yes,yes,Next time I would love to get a casting kit that comes with everything necessary.,"Unfortunately my casting kit only came with a “step 2 bag”. I did receive instructions but there was nothing else to cast with! I’m sure there had to be a step 1 or something, super disappointed as I bought this as a gift for a loved one.",Not in violation,No violation of Amazon guidelines,,Violation; shipping/packaging,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2X3RBGIZ59X6K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 13, 2019",Chris Goldsberry,yes,yes,Dries Quick,"This product dried incredibly fast, I followed the instructions and it set quickly. I turn back to grab my sons hand after mixing and by the time we went to stick his hand in, it was rubber texture and could not get his hand in. I am very disappointed, especially for the price!",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RQNXLD3Z9QZSB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 8, 2020",Emcal,yes,yes,Hard to mold,Wanted to do this for my anniversary. I followed the instructions and stirred the molding power into the water and it hardened right away. We tried to put our hands in but couldn’t. Really upset since I paid a good amount of money for it.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R9SCW4LWG5U78/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on November 11, 2019",DURTY,yes,yes,don't recommend for infants,Awful product the product is to messy and how do u put a newborn hand in this bucket while doing it It got all over my newborn hair mouth ears etc. Tryna get this done. And it ruined the product and hardened all over my infant.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R5N0PBOM2DGAA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 11, 2020",Olivia Williams FullerOlivia Williams Fuller,yes,yes,Hardened to quickly,This product was messy to mix the instructions were followed and it failed! It was for our anniversary and it didn’t work out.I am So disappointed. It hardened before we even had time to put our hands in the bucket.!!,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/71pjvO4MpCL.jpg , https://images-na.ssl-images-amazon.com/images/I/71uyB295vwL.jpg",-,https://www.amazon.com/gp/customer-reviews/RWHREOHODDCXP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 6, 2019",Naz,yes,yes,"Good Idea, Poor Product",Product did not set in the stated timeframe. Did not actually set for another 20 minutes. This was a Mother’s Day idea that resulted in a disaster. Thankfully I had a plan B. I would not recommend using this product. I purchased two and will be trashing the other eventually.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1O4RVUK2CU621/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on November 14, 2020",Lea C. Lea C.,yes,yes,Read instructions thoroughly and act quickly!,"This was absolutely a nightmare. We read the instructions thoroughly and prepped well in advance; however, it was a disaster as shown. You need many extra hands involved. Don’t over stir and act quick during step 1.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/81XRLvYQy1L.jpg,-,https://www.amazon.com/gp/customer-reviews/RM9SF915BMQ3S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B018DHY2FU,Size: Ring of Hands Casting Kit (6 Hands)
"Reviewed in the United States on April 27, 2021",Alicia,yes,yes,Don't buy,"Did this mold, was too small for our two hands. Overflowed out of bucket. Half the fingers were missing. Contacted company and they said thanks for contacting. No replacement offered!",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R239K6GS420YYO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 4, 2021",CustomerCustomer,yes,yes,Don't buy,"Horrible...didnt set, my grandparents couldnt hold their arms in it for that long because it took waaayyy longer than the 2-3min to set. 29 min later and it still wasnt set.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/91YcTKovWYL.jpg , https://images-na.ssl-images-amazon.com/images/I/A1dISBaNnkL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2XNXX7RFPCBQ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 9, 2020",Real,yes,yes,MOLD WAS GROWING OUT OF IT,MOLD STARTED GROWING OUT OF IT  I really loved this hand mold the idea of it was so cool but after a week of it it started to grow mold all around it... idk why this happened,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2849DNJUOFYEN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 25, 2021",Finnegan Jeffries,yes,yes,TERRIBLE,this product was a MESS.  it came WITHOUT THE SEAL and also the bag of cement was OPEN .  i want my money back,Not in violation,No violation of Amazon guidelines,,Violation; shipping/packaging,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2UGCHYUAIP0A6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 21, 2020",Megan GilesMegan Giles,yes,yes,Did not work,"This product did not work, we followed instructions and started mixing it with cool water and it turned white and got hard within 45 seconds. How can I get a refund or get another one. Very disappointed",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/716PzgnPttL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1W6QC1MTDIKGG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 21, 2019",rachelh7935,yes,yes,Clumpy,"This was an awful experience. Clumpy. Huge clumps. I used a spatula, whisk, then my bare hands. Finally dunked my kids foot in as the window to cast is around 4 minutes. Clumps were visible. Threw the whole thing away. Very disappointing.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RLVJVEHVAHU8A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 10, 2021",Alissa Denn,yes,yes,Ehh.,Takes much longer than the instructions said. Tried for 4-5 minutes and there was absolutely no trace of a mold left behind.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RB95F9MXLZRFD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 22, 2019",Cody WylieCody Wylie,yes,yes,Won’t be perfect,"Didn’t turn out great, followed all instructions to the T. Lots of air bubbles and even when sanded down it doesn’t look great. Filing it down makes all of the lines of the skin go away too. Wished it came out better, will end up throwing out 😢",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/61J9S-YCkzL.jpg , https://images-na.ssl-images-amazon.com/images/I/61ZoVXCf9SL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2SX0MIX640IH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 30, 2019",Scott VogelbackerScott Vogelbacker,yes,yes,Awful!,Read the lengthy instructions 2 times and even had a 3rd person read them while we went through the process and what a disaster. Not sure what went wrong but only half the mold came out. Terrible. I can't recommend.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,"https://images-na.ssl-images-amazon.com/images/I/51Hys248WiL.jpg , https://images-na.ssl-images-amazon.com/images/I/51vxgGpRjML.jpg , https://images-na.ssl-images-amazon.com/images/I/51vxgGpRjML.jpg",-,https://www.amazon.com/gp/customer-reviews/R22F2JWQTAB4N2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 7, 2018",SixEighteen,yes,yes,Didn't work. Substance never set.,What a joke. Followed directions and it didnt work. We stood very uncomfortably for nearly 10 min and the material never set. It was lumpy and wet. When we eventually pulled our hands out it just fell in and we ended up throwing it away. Money right in the trash. It was disappointing.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RTCWJE7I4BX91/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 21, 2021",retta,yes,yes,What's wrong with it?,First stuff hardened too quick to get our hands in. I wanted to put my hand in with my dad who was dying then and who is dead now. What a terrible shame.!,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1F1HSIV4O8ZM5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 25, 2019",Randi jo Weston,yes,yes,Wasted money,"Attempted to do this with my grandparents for their anniversary. Packaging states liquid molding will be pink, mine was cream color the whole time when adding to water. Instructions says mix for 1-2 minutes, my mold was completely hardened within 45 seconds.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1DUB1W6N5FF8Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 2, 2021",Leviticus Lintag,yes,yes,Dries too quickly,The plaster dried up in the middle of the mixing process and couldn't even be poured. Complete waste of money and our time.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2B8R5TZULBSIO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 31, 2020",Shiva RahmaniShiva Rahmani,yes,yes,Did not work for us,Had so much trouble getting that thing to harden. There were also lots of lumps that no matter how long and fast we stirred it did not go away. See the image for yourself. I want money back,Violation,Profanity or harassment (use of sexual language) and inappropriate content (image of product),Not in violation. No profanity or harassment,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/71rPkxrlhKL.jpg,-,https://www.amazon.com/gp/customer-reviews/R39SMT573MPOZG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 31, 2021",MichelleMichelle,yes,yes,Didn’t turn out as expected. :(,Ended up with lots of bubbles and cracks. Kind of disappointed that it didn’t turn out better. Didn’t turn out as expected.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/81u0EapkINL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2EKRWFQBQVHT3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 8, 2019",Jazzmond,yes,yes,No instructions,Bought for my fiance birthday was upset because it came No instructions and that caused us to not be able to make it because it did not turn into anything that was able to mold correctly and completely was a fail,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R206ZCPY2E24Q4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 19, 2020",sandy mullins,yes,yes,Didn’t set up,"I did the 1st one came out great, yours would not even set up, I ordered the powders for my 3rd and it looked great. Please I would like a refund",Violation,"Seller, order, or shipping feedback",Not in violation. The feedback was product relevant,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3OA4TL05ZIZZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 13, 2019",Angela,yes,yes,Very disappointed,"Awe I was so excited to do this with my kids for memories but our was very difficult to get hands out and completely ruined it. Did it exactly how I was supposed to, I even watched videos. Wish it came out good",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R18WNXS9WY5IBZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 9, 2018",Amazon Customer,yes,yes,Don’t expect very good results,"I purchased 2 kits. I followed instructions exactly, but product took about 20 minutes to set the first time and then the results were not very good. The second kit was a complete disaster and had to be thrown away. An expensive lesson to learn.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2KHWBKDG7E3II/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 6, 2020",Ryan Eriksen,yes,yes,Didnt work for me.,I followed the instructions and even watched a bunch of DIYs on YouTube before starting. But for some add reason the moment the water touched the molding powder it started to set with in seconds.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R5PLIH7HZNCU6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on August 14, 2020",Amy S.Amy S.,yes,yes,6 fingers broke off,We followed the instructions and watched the tutorial and still found 6 fingers were broken. The detail is great but without the fingers intact it's not worth it.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,https://images-na.ssl-images-amazon.com/images/I/710neArc0hL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2E72B9GOWPAEP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 24, 2019",Christopher Rollins,yes,yes,Let my hopes down,It dried as soon as I stoped mixing it so me and my siblings couldn’t even put our hands in it so it was a waste of almost $40 and a Christmas present ruined.,Not in violation,No violation of Amazon guidelines,,Possible violation; comments about pricing,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RLFW3R29LQYXL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 12, 2019",Eduardo Ceja,yes,yes,Do not waste money,"Extremely hard to do with small children, do not recommend for children under 5. We had to throw away because it became so hard it wouldn’t come out of the bucket. Waste of $25.",Not in violation,No violation of Amazon guidelines,,Possible violation; comments about pricing,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R9JY0W3BQ73ZR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 2, 2021",Kenny Dowery,yes,yes,Dnt buy,Did this with my husband and a month later it started to mold. Save your money,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2FXK7HYDVV8ZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 16, 2021",Corey,yes,yes,Mold never set,"We followed the directions to a T, but the mold itself never fully hardened after being in the same position for almost a half hour.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1EZWO1NVC3G5U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 29, 2021",evik,yes,yes,Doesn’t work,"The mixing solution didn’t mix properly; not sure if its expired, but the mixture came out clumpy and dried on the spot.",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R33EFZHY0YZQZO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 15, 2021",Sheanna,yes,yes,Waste of money,Bought as a gift. Missing items and it was past the return window by the time it was gifted.Waste of money,Not in violation,No violation of Amazon guidelines,,Violation; shipping/packaging,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RIY3XHLTAQ4XM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 18, 2020",Amazon Customer,yes,yes,I can’t was so fast.,I don’t have time for put the hands on it . Turn white very fast . I like the hands for my 16 anniversary.,Violation,"Repetitive text, spam, or unclear content",Maybe. Could be nonsense or gibberish. Also unclear content is not a vioalation under the repetitive text or spam claim so it is the wrong violation,"Maybe, doesn't make sense, very unclear what the issue is",,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1HDI2A1JQU5L2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 18, 2018",Cheryl Kovach,yes,yes,Waste Of Money,Garbage bag was broken and open powder all over inside sealed container. I’m so upset I bought to do my husband and my hand seeing he’s in hospice so I can have forever and I got a damaged one so upset,Violation,"Seller, order, or shipping feedback and unclear content.",Correct. Shipping feedback.,Violation; shipping/packaging,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2Z9KRYQFIZJ9H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 30, 2021",Cristal,yes,yes,Dries quick,"Dried waaaaay to fast , it dried while I was mixing it so never even got to experience this :(",Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3O0F2Z7QUJMQT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 25, 2021",mylovebug,yes,yes,Not big enough!,This product is very miss leading. The bucket is way to small to do any casting in. Completely not worth the money!,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R39WVKHLGXWOUM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 3, 2021",marcia jones,yes,yes,Don’t buy,It dried so quickly I hate it didn’t even get to do the full cast,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1S6ZEIY640AGX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 25, 2019",lonah reissmann,yes,yes,was a total failure.,My husband and I did this for our 50th wedding anniversary and it was a total failure. I'm so disappointed. I guess I'll have to find a professional to do the job.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3A39AT7DP3XV4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 15, 2020",Elizabeth H.,yes,yes,Don’t buy,I’ve tried this 3 times and each time it has always failed. We do exactly what it says and it never works. Don’t buy this.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R22P5JW2TN2CWD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 27, 2021",Phyllis L.,yes,yes,Not perfect,Took way too long to cure. The bottom wasn't level. Didn't warn of this,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RRHXNVV37E85M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 21, 2019",lacey monroe,yes,yes,Junk,Don't waste your money. Weak material. Smells bad. Took 7 days in 86* low humidity conditions to completely dry. 3 children hands were used. Every single finger broke off in drying process. Drys grey not white.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R9K78I4TRWNXB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 24, 2018",Glenn,yes,yes,Not good for baby hands.... Super disappointed both times!,We tried this twice with my daughter and both times it didn't work. Her little hands look mangled and like the ends of her fingers look chopped off. I want my money back.... super disappointed. Not good to use with baby hands.,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RFANZTEXKS662/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 17, 2021",Amazon Customer,yes,yes,Challenging to use,Step 2 solidifies quickly and is hard to get rid of air bubbles,Not in violation,No violation of Amazon guidelines,,Not in violation,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R7YUPW4XT82ZA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
