Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on June 6, 2020",Realmarcha,yes,-0,Mixed feelings...,"As suggested, we continued to check my grandson's swim diaper frequently for a bowel movement and eventually found one and proceeded to change the diaper.  My grandson, in a matter of a couple hours developed a redness and inflammation on his testicles which was very tender to the touch making him show distress by starting to cry.  I immediately put Auquaphor  cream on it and a regular diaper.  We did not allow him back in the pool the rest of the day.  By the next day, with the continued use of the Auguaphor cream, the redness and inflammation disappeared.My mixed feelings are this.  The swim diaper does work as described; the bowel movements do stay in the diaper. One the other hand, the swim diaper can also cause painful irritations to the wearer.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/R1TZVSAUAB212X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0791W8S2W,Color: Sharks
"Reviewed in the United States on July 6, 2021",Ford Family :),yes,-0,So complicated but so cute,I really think this was a good idea but unfortunately the assembly does require a degree in modern physics and rocket science. We look at ours in my sons swimsuit spot every day when we head to the pool in udder disappointment of ourselves. Maybe if the assembly wasn’t so complicated like label it or something… I don’t know.,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R12S0MFIMDX1GZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on December 6, 2020",Eileen & RolandEileen & Roland,yes,-0,Not as great as a cloth diaper shell,"Quality material and easy to clean, but it's not easy to clip together on my child. I use Grovia shells for cloth diapers and the design is far easier to clip onto my daughter. When you put the swim diaper on you have to stretch the front tabs to the back to connect the front and back. In the Grovia the back has flaps that extend to the front making it easier to clip on and off when changing.",3,"https://images-na.ssl-images-amazon.com/images/I/81PatyG08tL.jpg , https://images-na.ssl-images-amazon.com/images/I/81hed4vBdfL.jpg",-0,https://www.amazon.com/gp/customer-reviews/RN51Q26W05Z1T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on June 10, 2021",Elizabeth,yes,-0,Could be better,"My son wears size 6 diapers, size 3t in pants. These are supposed to grow with him, but the leg holes aren’t nearly stretchy enough to fit him around the thighs. They are absorbent and good everywhere else minus the size. These were supposed to be a 3t,  it got way smaller.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/RPVAC4YH5B10Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on January 7, 2022",Shwetha,yes,-0,Fitbit not great,It doesn't fit right on my chunky baby even though I ordered acc to size chart mentioned. Not recommended..,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R1MJ3VIKVJ4JVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on February 5, 2017",Michael Hawthorne,yes,-0,"Too small for my 33lb 3 year old, and poop got into the pool","I'm feeling discouraged.  This diaper is advertised as one size, 8-36lbs.  My son is currently 33lbs, and the swim diaper barely fits him.  He complains that it's too tight, and he's nowhere near potty trained yet.  I'm afraid I don't know what I'll do when I can't fit him in it anymore.  Also, we recently had a mishap in the pool where he was wearing two of these, and pooped and it all washed into the pool and they had to kick everyone out.  I'm hoping it'll work better for my younger son.  But I think I'm going to have to find something else for my 3 year old, and I just don't know what that will be.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/R4SPQHIZR0WAN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B01076JRQE,Color: Dark Blue Sea Friends
"Reviewed in the United States on May 6, 2021",Slice of Heaven,yes,-0,Smaller than expected,This was almost too small for my 8 mo old son (18 lbs) I was surprised and thought it would be big since the description says it would fit up to like 30 lbs or something,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R2ZCEA80BHILFZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on February 12, 2021",Corey,yes,-0,Way too small for 18-month-old,"My son is in size 5 diapers and weighs 28 pounds. This diaper was WAY too small. Couldn’t get his legs through and he is a lean kid. Had to order the larger size, so we’ll see if that fits him.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/R1DFP6WDN2A7CJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on April 30, 2023",Sharen L. Sakel,yes,-0,Small,"Too small for our grandson, Bentley.",1,-0,-0,https://www.amazon.com/gp/customer-reviews/RE6Y3VX6NV10O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B09Y69VQNR,Color: Anchors
"Reviewed in the United States on December 4, 2018",Laura A Firman,yes,-0,Runs Really Small,"I bought this diaper for my almost two year old. Unfortunately, is was impossible to snap the diaper, even in the loosest mode. He's ~32 pounds and has some chunky thighs but I wouldn't say unusually large. It seems very well made and it cute. But if you have a child with chunky legs or is on the larger size, I'd recommend giving yourself time to buy/return (or get another swim diaper as a back up) before you need to use it.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/R2HO9UW2H7G2HG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0791W8S2W,Color: Sharks
"Reviewed in the United States on May 27, 2021",Michael,yes,-0,Cute Diaper Cover for Water Babies!,"Adjustable and good product! Could be more padding in the diaper for absorbency, but I'll just layer a normal diaper underneath to prevent accidents!",3,-0,-0,https://www.amazon.com/gp/customer-reviews/R9EH5R8IE3B8L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on July 6, 2021",Lauren,yes,-0,Is one size fits MOST,I have a 10month old that's almost 26lbs. This was too small for him. Great idea but didn't fit. :(,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R18EH83ECMHYMF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B01076JRQE,Color: Dark Blue Sea Friends
"Reviewed in the United States on March 30, 2020",Kindle Customer,yes,-0,Doesn't hold pee,"This fit well enough and was relatively easy to figure out how to fit baby. However, the first time we got him in it he peed, and it soaked my swimsuit before we got in the water. There is zero absorbency with this. He hasn't pooped in it yet, but I expect it to work pretty decently for that.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/RIFL65NQ9LPAH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B01076JRQE,Color: Dark Blue Sea Friends
"Reviewed in the United States on April 13, 2017",Amazon Customer,yes,-0,"Very nice quality, but seems tight around the thighs","Very nice quality, but seems tight around the thighs. I can just get the buttons done around her waist and she doesn't complain, but it doesn't look comfortable and I wonder how she would do during a morning/afternoon at the beach. I'm hanging onto it in the hope that it may become more useful in the future (perhaps next summer) as she grows taller and thinner. Seems like it might fit infants or 2-3 year olds best and be less useful for that in-between phase.",3,-0,-0,https://www.amazon.com/gp/customer-reviews/R1B0TM71MLQ58I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on July 15, 2021",Matthew Urbanek,yes,-0,Too tight around legs,The leg holes are too tight for my toddler despite being adjustable.,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R1GP4JDZHXG52O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B079226K35,Color: Flamingos
"Reviewed in the United States on December 5, 2021",Amaz0n Customer,yes,-0,Runs small,Runs small,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R26VPZPJ6NNJB8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on June 8, 2021",Doris munafo,yes,-0,Cute but does not hold urine,It does not hold urine went right through it all over my husband,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R28ZZ5DB2WM8FY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on May 10, 2021",Seera Akra,yes,-0,Wrong size,Nothing wrong except that it barely fit my 2.5 year old.. I got frustrated,3,-0,-0,https://www.amazon.com/gp/customer-reviews/R3CGTY9LFX7WD4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on June 16, 2022",Mary Mosby,yes,-0,"Not a swim diaper, worthless","This product holds water!!! That’s exactly what it’s not supposed to do. The water it holds weighs the baby down and, when you pull baby out of water, it creates a gap in the legs which allows feces to flow into the pool. A reusable swim diaper should allow water to pass through but not solids. I could have just used my cloth diaper but wanted something that would actually work for a swim diaper to avoid these issues. The diaper is now worthless to me, don’t waste your money.",1,-0,-0,https://www.amazon.com/gp/customer-reviews/R2A6QW5ZTR342W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
"Reviewed in the United States on January 26, 2022",😌,yes,-0,Buttons set through the fabric,"As another reviewer wrote, the snaps do show on the inside so they would rub against Baby's tummy. It's a single layer fabric you see. Other than that, these would have been great, but unfortunately I had to return them.",2,-0,-0,https://www.amazon.com/gp/customer-reviews/R2Y42HMNZ1PCH7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0108JS8NI,B0108JS8NI,Color: Fish White
